SNo,Pair,Date,Session,Day,Direction,Entry_Price,SL_Price,TP_Price,Exit_Price,SL_Pips,Lot_Size,Account_Balance,Risk_Amount,RR,PnL,TP_Hit,Result,Trade_Duration
3118,GBPUSD,2022-08-23,New York,Tuesday,Buy,1.2435,1.24203,1.24718,1.24206,14.7,1.32,98562.43,194.04,0.91,-130.55,SL Hit,Loss,1h 22m
3119,EURGBP,2022-08-23,New York,Tuesday,Sell,0.85316,0.85369,0.85184,0.85367,5.3,2.03,98435.45,139.87,0.91,-126.98,SL Hit,Loss,12m
3120,EURUSD,2022-08-24,New York,Wednesday,Sell,1.07735,1.07888,1.07353,1.07886,15.3,1.32,98306.98,201.96,0.92,-128.47,SL Hit,Loss,1h 22m
3121,GBPUSD,2022-08-24,New York,Wednesday,Buy,1.2518,1.25031,1.25553,1.25031,14.9,1.32,98144.24,196.68,0.93,-162.74,SL Hit,Loss,22m
3122,GBPUSD,2022-08-24,London,Wednesday,Sell,1.2784,1.27919,1.27597,1.27597,7.9,1.44,98494.67,113.76,3.07,350.43,TP1 (1:3),Win,5h 30m
3123,EURUSD,2022-08-24,New York,Wednesday,Buy,1.11371,1.11263,1.11641,1.11264,10.8,1.46,98351.43,157.68,0.91,-143.24,SL Hit,Loss,12m
3124,XAUUSD,2022-08-24,New York,Wednesday,Buy,1811.44,1811.39,1811.57,1811.39,5.2,2.99,98208.54,155.48,0.92,-142.89,SL Hit,Loss,45m
3125,GBPUSD,2022-08-24,New York,Wednesday,Sell,1.25257,1.25404,1.24889,1.25402,14.7,1.32,98060.74,194.04,0.97,-147.8,SL Hit,Loss,1h 22m
3126,EURGBP,2022-08-24,New York,Wednesday,Sell,0.83501,0.83606,0.83239,0.83604,10.5,1.32,97911.52,180.18,0.98,-149.22,SL Hit,Loss,32m
3127,EURUSD,2022-08-24,London,Wednesday,Sell,1.05406,1.0557,1.04996,1.0557,16.4,1.32,97752.75,216.48,0.92,-158.77,SL Hit,Loss,55m
3128,EURUSD,2022-08-24,New York,Wednesday,Sell,1.0992,1.10038,1.09625,1.10036,11.8,1.32,97605.69,155.76,0.98,-147.06,SL Hit,Loss,55m
3129,EURGBP,2022-08-24,New York,Wednesday,Buy,0.88532,0.88425,0.88799,0.88427,10.7,1.32,97480.54,183.61,0.93,-125.15,SL Hit,Loss,27m
3130,EURUSD,2022-08-25,New York,Thursday,Sell,1.07259,1.07415,1.06869,1.07414,15.6,1.32,97336.61,205.92,0.92,-143.93,SL Hit,Loss,1h 5m
3131,EURGBP,2022-08-25,London,Thursday,Buy,0.88801,0.88706,0.89038,0.88706,9.5,1.32,97215.29,163.02,0.96,-121.32,SL Hit,Loss,55m
3132,EURUSD,2022-08-25,London,Thursday,Sell,1.07718,1.07783,1.07556,1.07781,6.5,2.54,97058.56,165.1,0.95,-156.73,SL Hit,Loss,40m
3133,USDCAD,2022-08-25,London,Thursday,Sell,1.2003,1.20105,1.19798,1.19798,7.5,2.75,97550.21,158.81,3.1,491.65,TP1 (1:3),Win,2h 30m
3134,GBPUSD,2022-08-25,New York,Thursday,Sell,1.30953,1.31097,1.30593,1.31094,14.4,1.32,97419.04,190.08,0.98,-131.17,SL Hit,Loss,55m
3135,EURGBP,2022-08-25,London,Thursday,Buy,0.87151,0.86996,0.87653,0.87649,15.5,1.32,97857.44,265.98,3.24,438.4,TP1 (1:3),Win,1h 55m
3136,XAUUSD,2022-08-25,London,Thursday,Buy,1822.44,1822.33,1822.71,1822.33,10.8,1.38,97717.13,149.04,0.94,-140.31,SL Hit,Loss,55m
3137,USDCAD,2022-08-25,London,Thursday,Sell,1.27644,1.27709,1.27482,1.27708,6.5,3.17,97566.35,158.66,0.95,-150.78,SL Hit,Loss,18m
3138,GBPUSD,2022-08-25,New York,Thursday,Buy,1.27288,1.27119,1.27817,1.27814,16.9,1.32,98021.17,223.08,3.13,454.82,TP1 (1:3),Win,6h 10m
3139,XAUUSD,2022-08-26,New York,Friday,Buy,2066.48,2066.35,2066.8,2066.35,12.8,1.32,97890.54,168.96,0.98,-130.63,SL Hit,Loss,45m
3140,EURUSD,2022-08-26,London,Friday,Sell,1.11895,1.12012,1.11602,1.1201,11.7,1.33,97741.61,155.61,0.96,-148.93,SL Hit,Loss,1h 5m
3141,USDCAD,2022-08-26,London,Friday,Buy,1.22787,1.22711,1.23013,1.23009,7.6,2.44,98167.56,142.79,2.98,425.95,TP1 (1:3),Win,3h 22m
3142,EURUSD,2022-08-26,London,Friday,Buy,1.03295,1.03162,1.03628,1.03164,13.3,1.32,98033.56,175.56,0.94,-134.0,SL Hit,Loss,1h 22m
3143,EURGBP,2022-08-26,New York,Friday,Buy,0.83698,0.83538,0.84098,0.83541,16.0,1.32,97871.84,274.56,0.94,-161.72,SL Hit,Loss,48m
3144,GBPUSD,2022-08-26,New York,Friday,Buy,1.2984,1.29749,1.30068,1.2975,9.1,1.46,97745.97,132.86,0.95,-125.87,SL Hit,Loss,55m
3145,GBPUSD,2022-08-26,New York,Friday,Buy,1.27736,1.27637,1.27984,1.27638,9.9,1.46,97613.1,144.54,0.92,-132.87,SL Hit,Loss,58m
3146,EURGBP,2022-08-26,New York,Friday,Buy,0.87941,0.87785,0.88409,0.87941,15.6,1.32,97613.1,150.09,0.0,0.0,BE,,2h 5m
3147,GBPUSD,2022-08-26,London,Friday,Sell,1.30268,1.30384,1.2992,1.30268,11.6,1.32,97613.1,150.11,0.0,0.0,BE,,3h 0m
3148,EURUSD,2022-08-30,London,Tuesday,Sell,1.05938,1.06085,1.05456,1.05458,14.7,1.32,98110.05,194.04,3.28,496.95,TP1 (1:3),Win,8h 5m
3149,XAUUSD,2022-08-30,London,Tuesday,Buy,1955.79,1955.72,1955.96,1955.72,6.8,2.15,97974.01,146.2,0.93,-136.04,SL Hit,Loss,35m
3150,XAUUSD,2022-08-30,New York,Tuesday,Buy,2030.3,2030.23,2030.47,2030.23,7.0,2.44,97818.63,170.8,0.91,-155.38,SL Hit,Loss,45m
3151,GBPUSD,2022-08-30,New York,Tuesday,Sell,1.29483,1.29631,1.29113,1.29629,14.8,1.32,97686.15,195.36,0.99,-132.48,SL Hit,Loss,48m
3152,USDCAD,2022-08-30,London,Tuesday,Sell,1.22926,1.23018,1.22696,1.23015,9.2,2.39,97530.44,169.31,0.92,-155.71,SL Hit,Loss,32m
3153,XAUUSD,2022-08-30,London,Tuesday,Sell,1967.58,1967.65,1967.4,1967.65,7.1,2.17,97387.32,154.07,0.93,-143.12,SL Hit,Loss,35m
3154,GBPUSD,2022-08-30,London,Tuesday,Sell,1.29696,1.29837,1.29343,1.29836,14.1,1.32,97220.75,186.12,0.95,-166.57,SL Hit,Loss,58m
3155,XAUUSD,2022-08-30,New York,Tuesday,Buy,1939.62,1939.57,1939.75,1939.57,5.2,2.6,97094.79,135.2,0.93,-125.96,SL Hit,Loss,45m
3156,USDCAD,2022-08-30,New York,Tuesday,Sell,1.20214,1.20343,1.19817,1.1982,12.9,1.62,97591.63,160.91,3.08,496.84,TP1 (1:3),Win,5h 30m
3157,EURGBP,2022-08-30,New York,Tuesday,Buy,0.88667,0.88611,0.88807,0.88613,5.6,2.5,97423.93,182.0,0.92,-167.7,SL Hit,Loss,35m
3158,XAUUSD,2022-08-31,New York,Wednesday,Sell,1934.06,1934.21,1933.62,1934.06,14.7,1.32,97423.93,140.54,0.0,0.0,BE,,3h 0m
3159,EURGBP,2022-08-31,New York,Wednesday,Sell,0.84871,0.85028,0.84479,0.85026,15.7,1.32,97303.81,269.41,0.94,-120.12,SL Hit,Loss,48m
3160,EURUSD,2022-08-31,New York,Wednesday,Sell,1.11431,1.11596,1.10943,1.10945,16.5,1.32,97661.79,217.8,2.96,357.98,TP1 (1:3),Win,2h 30m
3161,GBPUSD,2022-08-31,London,Wednesday,Buy,1.25649,1.25534,1.25937,1.25537,11.5,1.46,97503.72,167.9,0.94,-158.07,SL Hit,Loss,1h 5m
3162,EURGBP,2022-08-31,New York,Wednesday,Buy,0.87343,0.87267,0.87571,0.87343,7.6,1.66,97503.72,163.61,0.0,0.0,BE,,2h 5m
3163,EURUSD,2022-08-31,London,Wednesday,Sell,1.10059,1.10135,1.09869,1.10135,7.6,1.96,97359.5,148.96,0.97,-144.22,SL Hit,Loss,45m
3164,XAUUSD,2022-08-31,London,Wednesday,Sell,1881.67,1881.74,1881.49,1881.74,7.2,2.22,97204.33,159.84,0.97,-155.17,SL Hit,Loss,58m
3165,EURGBP,2022-08-31,London,Wednesday,Sell,0.87274,0.87435,0.86773,0.86778,16.1,1.32,97682.25,276.28,3.11,477.92,TP1 (1:3),Win,1h 48m
3166,EURUSD,2022-09-01,London,Thursday,Sell,1.11713,1.11785,1.11533,1.11782,7.2,2.28,97522.7,164.16,0.97,-159.55,SL Hit,Loss,45m
3167,EURGBP,2022-09-01,London,Thursday,Buy,0.88099,0.87957,0.88454,0.87959,14.2,1.32,97366.56,243.67,0.94,-156.14,SL Hit,Loss,12m
3168,XAUUSD,2022-09-01,New York,Thursday,Sell,1848.37,1848.41,1848.24,1848.37,4.3,3.99,97366.56,171.7,0.0,0.0,BE,,3h 0m
3169,GBPUSD,2022-09-01,New York,Thursday,Buy,1.24698,1.24547,1.2519,1.25186,15.1,1.32,97822.03,199.32,3.26,455.47,TP1 (1:3),Win,5h 30m
3170,USDCAD,2022-09-01,New York,Thursday,Buy,1.21532,1.21384,1.21985,1.21982,14.8,1.39,98306.41,158.4,3.06,484.38,TP1 (1:3),Win,12h 20m
3171,EURGBP,2022-09-01,New York,Thursday,Buy,0.87899,0.87811,0.88163,0.87899,8.8,1.4,98306.41,159.59,0.0,0.0,BE,,3h 0m
3172,USDCAD,2022-09-01,London,Thursday,Sell,1.28427,1.28485,1.28282,1.28485,5.8,3.31,98167.27,147.82,0.94,-139.14,SL Hit,Loss,58m
3173,EURUSD,2022-09-01,New York,Thursday,Buy,1.07126,1.07062,1.07286,1.07065,6.4,1.93,98044.73,123.52,0.99,-122.54,SL Hit,Loss,22m
3174,GBPUSD,2022-09-02,New York,Friday,Sell,1.24151,1.24245,1.2385,1.2385,9.4,1.36,98454.09,127.84,3.2,409.36,TP1 (1:3),Win,12h 20m
3175,EURUSD,2022-09-02,New York,Friday,Buy,1.07487,1.0743,1.07675,1.07673,5.7,1.92,98814.97,109.44,3.29,360.88,TP1 (1:3),Win,6h 10m
3176,EURGBP,2022-09-02,London,Friday,Sell,0.86957,0.87034,0.86764,0.87034,7.7,1.43,98675.98,143.14,0.97,-138.99,SL Hit,Loss,45m
3177,GBPUSD,2022-09-02,London,Friday,Buy,1.30429,1.30292,1.30771,1.30294,13.7,1.32,98551.66,180.84,0.92,-124.32,SL Hit,Loss,32m
3178,GBPUSD,2022-09-02,New York,Friday,Buy,1.23979,1.2388,1.24226,1.23882,9.9,1.34,98428.34,132.66,0.93,-123.32,SL Hit,Loss,45m
3179,USDCAD,2022-09-02,London,Friday,Buy,1.28931,1.28797,1.29266,1.28798,13.4,1.5,98277.12,154.77,0.98,-151.22,SL Hit,Loss,32m
3180,EURGBP,2022-09-02,London,Friday,Buy,0.83064,0.82974,0.83289,0.82975,9.0,1.32,98130.91,154.44,0.96,-146.21,SL Hit,Loss,48m
3181,EURUSD,2022-09-02,London,Friday,Sell,1.02745,1.0286,1.02458,1.02859,11.5,1.32,97998.56,151.8,0.96,-132.35,SL Hit,Loss,58m
3182,USDCAD,2022-09-02,New York,Friday,Sell,1.33647,1.33795,1.33277,1.33795,14.8,1.44,97847.07,164.1,0.92,-151.49,SL Hit,Loss,48m
3183,USDCAD,2022-09-02,London,Friday,Buy,1.31091,1.30978,1.31427,1.31424,11.3,1.59,98258.68,138.35,2.97,411.61,TP1 (1:3),Win,12h 20m
3184,XAUUSD,2022-09-02,New York,Friday,Buy,1990.25,1990.19,1990.44,1990.25,6.3,2.65,98258.68,166.66,0.0,0.0,BE,,1h 10m
3185,GBPUSD,2022-09-06,London,Tuesday,Buy,1.26256,1.26136,1.26593,1.26588,12.0,1.5,98765.21,180.0,2.81,506.53,TP1 (1:3),Win,3h 40m
3186,EURUSD,2022-09-06,London,Tuesday,Buy,1.06766,1.06602,1.07176,1.06605,16.4,1.32,98620.54,216.48,0.97,-144.67,SL Hit,Loss,22m
3187,EURGBP,2022-09-06,London,Tuesday,Buy,0.86149,0.86084,0.86311,0.86085,6.5,1.77,98480.06,149.56,0.94,-140.48,SL Hit,Loss,18m
3188,XAUUSD,2022-09-06,London,Tuesday,Sell,2082.31,2082.48,2081.89,2082.48,16.7,1.32,98327.67,220.44,0.93,-152.39,SL Hit,Loss,27m
3189,EURGBP,2022-09-06,New York,Tuesday,Buy,0.87158,0.87063,0.87396,0.87066,9.5,1.37,98166.91,169.19,0.95,-160.76,SL Hit,Loss,12m
3190,XAUUSD,2022-09-06,London,Tuesday,Sell,2003.55,2003.68,2003.22,2003.68,13.1,1.32,98019.01,172.92,0.96,-147.9,SL Hit,Loss,48m
3191,USDCAD,2022-09-06,New York,Tuesday,Buy,1.24663,1.24554,1.24935,1.24556,10.9,1.85,97877.62,155.27,0.91,-141.39,SL Hit,Loss,1h 22m
3192,EURUSD,2022-09-06,New York,Tuesday,Sell,1.09421,1.09476,1.09256,1.09261,5.5,2.7,98323.36,148.5,3.0,445.74,TP1 (1:3),Win,2h 15m
3193,USDCAD,2022-09-06,London,Tuesday,Sell,1.25637,1.25729,1.25407,1.25726,9.2,2.52,98153.93,178.52,0.95,-169.43,SL Hit,Loss,58m
3194,XAUUSD,2022-09-06,London,Tuesday,Sell,1800.99,1801.13,1800.56,1800.99,14.2,1.32,98153.93,169.13,0.0,0.0,BE,,1h 30m
3195,XAUUSD,2022-09-07,New York,Wednesday,Sell,1972.35,1972.48,1972.01,1972.48,13.4,1.32,98010.49,176.88,0.92,-143.44,SL Hit,Loss,55m
3196,EURUSD,2022-09-07,New York,Wednesday,Sell,1.07948,1.08082,1.07549,1.07552,13.4,1.32,98383.88,176.88,2.98,373.39,TP1 (1:3),Win,2h 15m
3197,GBPUSD,2022-09-07,London,Wednesday,Buy,1.21066,1.20901,1.21479,1.20901,16.5,1.32,98226.97,217.8,0.98,-156.91,SL Hit,Loss,27m
3198,USDCAD,2022-09-07,London,Wednesday,Buy,1.28133,1.27997,1.28549,1.28547,13.6,1.49,98703.04,156.03,3.06,476.07,TP1 (1:3),Win,2h 15m
3199,USDCAD,2022-09-07,London,Wednesday,Sell,1.34564,1.34639,1.34339,1.34564,7.5,2.8,98703.04,161.46,0.0,0.0,BE,,1h 10m
3200,EURGBP,2022-09-07,London,Wednesday,Buy,0.87917,0.87829,0.88176,0.88172,8.8,1.32,99077.66,151.01,2.94,374.62,TP1 (1:3),Win,1h 55m
3201,USDCAD,2022-09-07,London,Wednesday,Buy,1.23238,1.23125,1.23521,1.23126,11.3,2.01,98916.69,174.89,0.92,-160.97,SL Hit,Loss,22m
3202,XAUUSD,2022-09-07,London,Wednesday,Buy,1916.56,1916.44,1916.87,1916.44,12.2,1.32,98774.74,161.04,0.97,-141.95,SL Hit,Loss,1h 22m
3203,GBPUSD,2022-09-07,London,Wednesday,Sell,1.28605,1.28771,1.28117,1.2812,16.6,1.32,99201.16,219.12,2.94,426.42,TP1 (1:3),Win,5h 30m
3204,GBPUSD,2022-09-07,London,Wednesday,Buy,1.22426,1.22271,1.22868,1.22866,15.5,1.32,99554.23,204.6,2.85,353.07,TP1 (1:3),Win,8h 5m
3205,USDCAD,2022-09-12,London,Monday,Buy,1.33061,1.32899,1.33466,1.329,16.2,1.32,99422.68,164.66,0.97,-131.55,SL Hit,Loss,48m
3206,EURUSD,2022-09-12,London,Monday,Sell,1.02007,1.02154,1.01639,1.02151,14.7,1.32,99254.83,194.04,0.97,-167.85,SL Hit,Loss,58m
3207,USDCAD,2022-09-12,New York,Monday,Sell,1.21707,1.21763,1.21539,1.21707,5.6,3.46,99254.83,149.2,0.0,0.0,BE,,3h 0m
3208,XAUUSD,2022-09-12,London,Monday,Sell,1999.93,2000.05,1999.63,2000.05,11.8,1.42,99098.84,167.56,0.93,-155.99,SL Hit,Loss,1h 22m
3209,USDCAD,2022-09-12,London,Monday,Sell,1.23771,1.23823,1.23641,1.23823,5.2,3.36,98968.31,134.53,0.97,-130.53,SL Hit,Loss,27m
3210,EURGBP,2022-09-12,London,Monday,Sell,0.84332,0.84501,0.83909,0.84499,16.9,1.32,98829.19,290.0,0.96,-139.12,SL Hit,Loss,22m
3211,USDCAD,2022-09-12,London,Monday,Buy,1.2479,1.24698,1.2502,1.24699,9.2,1.78,98705.79,126.1,0.98,-123.4,SL Hit,Loss,48m
3212,XAUUSD,2022-09-12,London,Monday,Sell,2085.92,2086.02,2085.66,2086.02,10.2,1.35,98578.69,137.7,0.92,-127.1,SL Hit,Loss,12m
3213,GBPUSD,2022-09-12,London,Monday,Sell,1.21127,1.2126,1.20795,1.2126,13.3,1.32,98429.16,175.56,0.95,-149.53,SL Hit,Loss,32m
3214,USDCAD,2022-09-12,New York,Monday,Sell,1.22703,1.22756,1.22571,1.22754,5.3,3.39,98296.28,138.35,0.96,-132.88,SL Hit,Loss,22m
3215,USDCAD,2022-09-12,New York,Monday,Buy,1.21831,1.21707,1.22204,1.22204,12.4,1.56,98744.33,148.95,3.01,448.05,TP1 (1:3),Win,5h 30m
3216,GBPUSD,2022-09-13,New York,Tuesday,Sell,1.25475,1.25639,1.25065,1.25636,16.4,1.32,98594.29,216.48,0.96,-150.04,SL Hit,Loss,22m
3217,GBPUSD,2022-09-13,London,Tuesday,Buy,1.22493,1.22381,1.22829,1.22493,11.2,1.43,98594.29,160.44,0.0,0.0,BE,,3h 0m
3218,EURGBP,2022-09-13,New York,Tuesday,Sell,0.83306,0.83387,0.83063,0.83306,8.1,1.32,98594.29,131.7,0.0,0.0,BE,,1h 10m
3219,EURUSD,2022-09-13,London,Tuesday,Buy,1.10377,1.10231,1.10742,1.10233,14.6,1.32,98454.6,192.72,0.95,-139.69,SL Hit,Loss,1h 22m
3220,GBPUSD,2022-09-13,London,Tuesday,Sell,1.28275,1.28411,1.27867,1.28275,13.6,1.32,98454.6,154.93,0.0,0.0,BE,,1h 10m
3221,EURGBP,2022-09-13,London,Tuesday,Buy,0.87592,0.87459,0.87925,0.87461,13.3,1.32,98329.95,228.23,0.98,-124.65,SL Hit,Loss,27m
3222,EURUSD,2022-09-13,New York,Tuesday,Buy,1.08342,1.08277,1.08525,1.08523,6.5,2.76,98836.44,179.4,2.82,506.49,TP1 (1:3),Win,7h 5m
3223,USDCAD,2022-09-13,London,Tuesday,Sell,1.32318,1.32369,1.32191,1.32368,5.1,4.38,98673.12,172.0,0.95,-163.32,SL Hit,Loss,55m
3224,GBPUSD,2022-09-13,London,Tuesday,Sell,1.25244,1.25302,1.25099,1.25299,5.8,2.58,98535.5,149.64,0.92,-137.62,SL Hit,Loss,48m
3225,EURUSD,2022-09-14,London,Wednesday,Sell,1.10732,1.10883,1.10294,1.10296,15.1,1.32,99043.33,199.32,2.9,507.83,TP1 (1:3),Win,2h 15m
3226,GBPUSD,2022-09-14,New York,Wednesday,Sell,1.26222,1.26325,1.25964,1.26323,10.3,1.32,98919.42,135.96,0.97,-123.91,SL Hit,Loss,55m
3227,XAUUSD,2022-09-14,New York,Wednesday,Buy,1866.32,1866.25,1866.53,1866.53,7.1,2.0,99333.53,142.0,2.92,414.11,TP1 (1:3),Win,2h 15m
3228,EURGBP,2022-09-14,London,Wednesday,Sell,0.87523,0.87613,0.87298,0.87612,9.0,1.4,99180.85,163.8,0.93,-152.68,SL Hit,Loss,45m
3229,EURGBP,2022-09-14,New York,Wednesday,Sell,0.87257,0.87416,0.86745,0.86748,15.9,1.32,99653.79,272.84,3.22,472.94,TP1 (1:3),Win,7h 5m
3230,EURGBP,2022-09-14,London,Wednesday,Buy,0.83297,0.83238,0.83444,0.83239,5.9,2.15,99496.86,164.91,0.95,-156.93,SL Hit,Loss,58m
3231,USDCAD,2022-09-14,New York,Wednesday,Sell,1.34006,1.34165,1.33608,1.34163,15.9,1.32,99375.72,161.61,0.99,-121.14,SL Hit,Loss,27m
3232,EURGBP,2022-09-14,London,Wednesday,Sell,0.88488,0.88627,0.8814,0.88626,13.9,1.32,99251.64,238.52,0.92,-124.08,SL Hit,Loss,18m
3233,XAUUSD,2022-09-14,London,Wednesday,Buy,1837.49,1837.37,1837.79,1837.37,11.9,1.34,99096.67,159.46,0.97,-154.97,SL Hit,Loss,58m
3234,XAUUSD,2022-09-14,London,Wednesday,Buy,2072.68,2072.57,2072.96,2072.57,11.3,4.22,98662.65,476.86,0.91,-434.02,SL Hit,Loss,22m
3235,XAUUSD,2022-09-14,New York,Wednesday,Buy,1871.37,1871.24,1871.74,1871.74,12.6,1.32,99016.91,166.32,2.92,354.26,TP1 (1:3),Win,3h 22m
3236,XAUUSD,2022-09-15,London,Thursday,Buy,1889.72,1889.66,1889.88,1889.66,6.2,2.11,98891.59,130.82,0.96,-125.32,SL Hit,Loss,22m
3237,EURUSD,2022-09-15,London,Thursday,Buy,1.04108,1.04034,1.04293,1.04036,7.4,1.83,98758.6,135.42,0.98,-132.99,SL Hit,Loss,27m
3238,EURUSD,2022-09-15,London,Thursday,Buy,1.06948,1.0681,1.07398,1.07394,13.8,1.32,99227.64,182.16,3.26,469.04,TP1 (1:3),Win,1h 48m
3239,USDCAD,2022-09-15,London,Thursday,Sell,1.20481,1.20581,1.20231,1.20579,10.0,1.83,99093.67,140.91,0.95,-133.97,SL Hit,Loss,1h 5m
3240,USDCAD,2022-09-15,London,Thursday,Buy,1.21282,1.21162,1.21636,1.21636,12.0,1.72,99561.75,158.93,2.95,468.08,TP1 (1:3),Win,3h 22m
3241,EURUSD,2022-09-15,New York,Thursday,Buy,1.04272,1.04205,1.04462,1.0446,6.7,1.93,99928.7,129.31,2.84,366.95,TP1 (1:3),Win,1h 55m
3242,GBPUSD,2022-09-15,New York,Thursday,Buy,1.24264,1.24136,1.24584,1.24137,12.8,1.32,99806.08,168.96,0.95,-122.62,SL Hit,Loss,18m
3243,EURGBP,2022-09-15,London,Thursday,Buy,0.86259,0.86105,0.86644,0.86107,15.4,1.32,99673.91,264.26,0.96,-132.17,SL Hit,Loss,55m
3244,EURGBP,2022-09-16,New York,Friday,Sell,0.88178,0.88314,0.87838,0.88313,13.6,1.32,99525.76,233.38,0.93,-148.15,SL Hit,Loss,55m
3245,XAUUSD,2022-09-16,New York,Friday,Sell,2065.28,2065.44,2064.87,2065.44,16.4,1.32,99363.42,216.48,0.99,-162.34,SL Hit,Loss,22m
3246,USDCAD,2022-09-16,London,Friday,Buy,1.22126,1.22048,1.22321,1.22051,7.8,2.84,99199.67,170.57,0.96,-163.75,SL Hit,Loss,1h 5m
3247,EURGBP,2022-09-16,New York,Friday,Sell,0.84781,0.84826,0.84637,0.84637,4.5,2.62,99688.86,153.27,3.19,489.19,TP1 (1:3),Win,1h 48m
3248,GBPUSD,2022-09-16,New York,Friday,Sell,1.26431,1.26523,1.26201,1.26523,9.2,1.33,99568.83,122.36,0.98,-120.03,SL Hit,Loss,40m
3249,EURGBP,2022-09-16,London,Friday,Sell,0.83102,0.83185,0.82894,0.83183,8.3,1.66,99404.04,179.11,0.92,-164.79,SL Hit,Loss,18m
3250,EURUSD,2022-09-16,New York,Friday,Sell,1.09298,1.09373,1.09064,1.09068,7.5,1.6,99777.75,120.0,3.12,373.71,TP1 (1:3),Win,3h 22m
3251,GBPUSD,2022-09-16,London,Friday,Sell,1.27613,1.27782,1.27191,1.27782,16.9,1.32,99625.62,223.08,0.93,-152.13,SL Hit,Loss,32m
3252,USDCAD,2022-09-16,London,Friday,Buy,1.25987,1.2585,1.26434,1.26433,13.7,1.32,100031.77,139.25,3.26,406.15,TP1 (1:3),Win,4h 20m
3253,USDCAD,2022-09-19,London,Monday,Buy,1.19974,1.19899,1.20162,1.19901,7.5,2.25,99909.62,129.94,0.94,-122.15,SL Hit,Loss,35m
3254,GBPUSD,2022-09-19,London,Monday,Sell,1.23931,1.2398,1.23808,1.2398,4.9,2.71,99784.73,132.79,0.94,-124.89,SL Hit,Loss,1h 5m
3255,EURGBP,2022-09-19,London,Monday,Buy,0.84347,0.84193,0.84732,0.84194,15.4,1.32,99618.92,264.26,0.94,-165.81,SL Hit,Loss,35m
3256,USDCAD,2022-09-19,New York,Monday,Sell,1.31361,1.31478,1.31068,1.31477,11.7,1.62,99483.53,145.95,0.93,-135.39,SL Hit,Loss,27m
3257,EURGBP,2022-09-19,New York,Monday,Sell,0.83071,0.83164,0.82786,0.82787,9.3,1.4,99999.73,169.26,3.06,516.2,TP1 (1:3),Win,3h 22m
3258,EURGBP,2022-09-19,New York,Monday,Sell,0.83876,0.84007,0.83548,0.84007,13.1,1.32,99846.65,224.8,0.91,-153.08,SL Hit,Loss,22m
3259,XAUUSD,2022-09-19,London,Monday,Buy,2001.76,2001.61,2002.13,2001.61,14.9,1.32,99721.2,196.68,0.91,-125.45,SL Hit,Loss,32m
3260,XAUUSD,2022-09-19,London,Monday,Buy,2016.0,2015.87,2016.38,2016.0,12.8,1.32,99721.2,164.57,0.0,0.0,BE,,3h 0m
3261,XAUUSD,2022-09-20,New York,Tuesday,Buy,2074.94,2074.82,2075.25,2074.82,12.3,1.32,99591.68,162.36,0.94,-129.52,SL Hit,Loss,18m
3262,USDCAD,2022-09-20,New York,Tuesday,Buy,1.30656,1.30501,1.31121,1.30656,15.5,1.32,99591.68,158.07,0.0,0.0,BE,,1h 10m
3263,GBPUSD,2022-09-20,London,Tuesday,Sell,1.23986,1.24094,1.23716,1.24091,10.8,1.32,99458.58,142.56,0.95,-133.1,SL Hit,Loss,55m
3264,USDCAD,2022-09-20,London,Tuesday,Buy,1.24559,1.24418,1.24911,1.24418,14.1,1.43,99316.95,155.26,0.91,-141.63,SL Hit,Loss,40m
3265,EURGBP,2022-09-20,London,Tuesday,Buy,0.84625,0.84476,0.84997,0.84479,14.9,1.32,99165.16,255.68,0.97,-151.79,SL Hit,Loss,45m
3266,GBPUSD,2022-09-20,New York,Tuesday,Buy,1.21404,1.21349,1.21541,1.2135,5.5,2.53,99035.74,139.15,0.93,-129.42,SL Hit,Loss,12m
3267,GBPUSD,2022-09-20,New York,Tuesday,Buy,1.25873,1.25714,1.2627,1.25717,15.9,1.32,98893.28,209.88,0.98,-142.46,SL Hit,Loss,1h 5m
3268,USDCAD,2022-09-20,London,Tuesday,Sell,1.22512,1.22594,1.22278,1.2228,8.2,2.67,99374.11,168.58,2.85,480.83,TP1 (1:3),Win,4h 20m
3269,GBPUSD,2022-09-21,London,Wednesday,Buy,1.24891,1.24766,1.25257,1.25256,12.5,1.39,99883.42,173.75,2.93,509.31,TP1 (1:3),Win,4h 20m
3270,XAUUSD,2022-09-21,New York,Wednesday,Buy,1930.52,1930.39,1930.84,1930.39,12.8,1.32,99753.73,168.96,0.96,-129.69,SL Hit,Loss,27m
3271,XAUUSD,2022-09-21,London,Wednesday,Sell,1849.51,1849.57,1849.37,1849.57,5.5,2.82,99607.8,155.1,0.94,-145.93,SL Hit,Loss,48m
3272,EURUSD,2022-09-21,New York,Wednesday,Sell,1.03779,1.03906,1.03462,1.03905,12.7,1.36,99447.69,172.72,0.93,-160.11,SL Hit,Loss,32m
3273,XAUUSD,2022-09-21,New York,Wednesday,Sell,1960.34,1960.5,1959.93,1960.5,16.2,1.32,99281.42,213.84,0.94,-166.27,SL Hit,Loss,27m
3274,EURGBP,2022-09-21,New York,Wednesday,Buy,0.83655,0.83491,0.84065,0.83492,16.4,1.32,99116.96,281.42,0.96,-164.46,SL Hit,Loss,12m
3275,XAUUSD,2022-09-21,New York,Wednesday,Sell,1957.96,1958.04,1957.73,1957.96,7.8,2.16,99116.96,168.41,0.0,0.0,BE,,3h 0m
